agentCount,defectorRatio,temptation,density,avgCompliance,defectorPercolationProb,geometricPercolationProb,avgLargestClusterFrac
90,0.50,1.70,0.9000,0.4978,0.1000,0.7000,0.3994
90,0.50,2.00,0.9000,0.4989,0.0500,0.5500,0.4139
90,0.60,1.10,0.9000,0.4089,0.3000,0.6000,0.5472
90,0.60,1.30,0.9000,0.3994,0.1500,0.5500,0.5761
90,0.60,1.50,0.9000,0.3861,0.2500,0.6000,0.5628
90,0.60,1.70,0.9000,0.4006,0.3000,0.5500,0.5500
90,0.60,2.00,0.9000,0.3867,0.4000,0.6000,0.5833
90,0.70,1.10,0.9000,0.2933,0.5000,0.6500,0.6944
90,0.70,1.30,0.9000,0.3217,0.2500,0.7000,0.6450
90,0.70,1.50,0.9000,0.3039,0.6000,0.8000,0.6794
90,0.70,1.70,0.9000,0.3056,0.2500,0.4500,0.6361
90,0.70,2.00,0.9000,0.2933,0.4000,0.7500,0.6639
90,0.80,1.10,0.9000,0.2039,0.3000,0.3500,0.7856
90,0.80,1.30,0.9000,0.1889,0.3500,0.6000,0.8056
90,0.80,1.50,0.9000,0.2028,0.3500,0.5500,0.7911
90,0.80,1.70,0.9000,0.1906,0.5000,0.6000,0.8044
90,0.80,2.00,0.9000,0.2100,0.5000,0.6000,0.7572
90,0.90,1.10,0.9000,0.0894,0.6500,0.7000,0.9072
90,0.90,1.30,0.9000,0.1006,0.4000,0.4000,0.8928
90,0.90,1.50,0.9000,0.1017,0.4500,0.5000,0.8933
90,0.90,1.70,0.9000,0.0989,0.7000,0.8000,0.8911
90,0.90,2.00,0.9000,0.0928,0.5500,0.6500,0.9044
100,0.10,1.10,1.0000,0.9035,0.0000,0.7500,0.0355
100,0.10,1.30,1.0000,0.9005,0.0000,0.8500,0.0305
100,0.10,1.50,1.0000,0.8930,0.0000,0.5500,0.0390
100,0.10,1.70,1.0000,0.9045,0.0000,0.7000,0.0335
100,0.10,2.00,1.0000,0.9070,0.0000,0.5000,0.0305
100,0.20,1.10,1.0000,0.8085,0.0000,0.5500,0.0860
100,0.20,1.30,1.0000,0.8075,0.0000,0.5500,0.0850
100,0.20,1.50,1.0000,0.8025,0.0000,0.8000,0.0880
100,0.20,1.70,1.0000,0.8080,0.0000,0.5500,0.0845
100,0.20,2.00,1.0000,0.7945,0.0000,0.5500,0.0945
100,0.30,1.10,1.0000,0.6870,0.0500,0.4500,0.2005
100,0.30,1.30,1.0000,0.6850,0.0000,0.8500,0.1525
100,0.30,1.50,1.0000,0.7045,0.0500,0.7000,0.1615
100,0.30,1.70,1.0000,0.7050,0.0000,0.4500,0.1825
100,0.30,2.00,1.0000,0.7270,0.0000,0.6000,0.1615
100,0.40,1.10,1.0000,0.6185,0.0000,0.5000,0.2740
100,0.40,1.30,1.0000,0.5970,0.0000,0.6500,0.2970
100,0.40,1.50,1.0000,0.6085,0.0000,0.6000,0.3000
100,0.40,1.70,1.0000,0.6085,0.0500,0.8000,0.3290
100,0.40,2.00,1.0000,0.5970,0.1000,0.6000,0.3130
100,0.50,1.10,1.0000,0.4975,0.1000,0.7000,0.4415
100,0.50,1.30,1.0000,0.5195,0.1000,0.7500,0.3895
100,0.50,1.50,1.0000,0.4975,0.1500,0.7000,0.4635
100,0.50,1.70,1.0000,0.4970,0.1000,0.5500,0.4700
100,0.50,2.00,1.0000,0.4965,0.1500,0.7000,0.4390
100,0.60,1.10,1.0000,0.4150,0.3500,0.5500,0.5580
100,0.60,1.30,1.0000,0.4140,0.2500,0.6500,0.5705
100,0.60,1.50,1.0000,0.3810,0.2000,0.4000,0.5840
100,0.60,1.70,1.0000,0.4000,0.2500,0.6500,0.5705
100,0.60,2.00,1.0000,0.3900,0.2500,0.5500,0.5940
100,0.70,1.10,1.0000,0.2870,0.3500,0.6000,0.7035
100,0.70,1.30,1.0000,0.2920,0.3500,0.5500,0.6985
100,0.70,1.50,1.0000,0.3030,0.3000,0.5500,0.6920
100,0.70,1.70,1.0000,0.3030,0.4500,0.7500,0.6855
100,0.70,2.00,1.0000,0.2790,0.5000,0.7000,0.7120
100,0.80,1.10,1.0000,0.2070,0.7000,0.8000,0.7880
100,0.80,1.30,1.0000,0.1955,0.6000,0.6500,0.7930
100,0.80,1.50,1.0000,0.1925,0.2500,0.3500,0.7930
100,0.80,1.70,1.0000,0.2175,0.2500,0.7000,0.7760
100,0.80,2.00,1.0000,0.1995,0.5500,0.7500,0.7920
100,0.90,1.10,1.0000,0.0965,0.6500,0.7500,0.9010
100,0.90,1.30,1.0000,0.1075,0.5500,0.8000,0.8885
100,0.90,1.50,1.0000,0.0925,0.7000,0.8000,0.9010
100,0.90,1.70,1.0000,0.0935,0.6000,0.6500,0.9060
100,0.90,2.00,1.0000,0.0890,0.6000,0.6000,0.9090
